NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
9.881000000000000000e+03,1.324900000000000000e+04,1.340856188644873992e+00,6.079268719503894136e-01,1.495053030801900551e+00,1.158526464242749743e+00,6.274668055403924694e-01,6.763828115911707517e-01
1.030000000000000000e+02,1.280000000000000000e+03,1.242718446601941729e+01,7.536323835517650949e-01,9.716380191525746390e-01,1.192665083404111481e+00,1.260583931110794254e+00,1.061184292606810686e+00
2.600000000000000000e+01,6.910000000000000000e+02,2.657692307692307665e+01,1.491144623186679397e+00,7.786604806185875027e-01,5.989413193133736879e-01,1.344633382381691611e+00,1.430940183301255608e+00
3.920000000000000000e+02,1.758000000000000000e+03,4.484693877551020336e+00,9.234426239820462401e-01,9.668789976152234455e-01,6.012420851583633041e-01,7.165796855818812316e-01,9.747122330428347192e-01
1.600000000000000000e+01,4.680000000000000000e+02,2.925000000000000000e+01,7.070342996643358413e-01,5.170123937062849340e-01,6.376130285068989378e-01,1.338153437485616326e+00,1.388636108681168935e+00
5.090000000000000000e+02,2.423000000000000000e+03,4.760314341846758168e+00,1.180898224944910035e+00,1.264168693338820315e+00,5.287372866626681711e-01,6.510942983640691795e-01,1.209014495413569978e+00
6.400000000000000000e+01,1.431000000000000000e+03,2.235937500000000000e+01,1.415942980951603314e+00,1.458028820095363276e+00,8.091397953242975838e-01,1.108601338550588178e+00,1.357430075670476910e+00
4.750000000000000000e+02,2.513000000000000000e+03,5.290526315789473522e+00,6.992969333429079892e-01,7.358118200912012741e-01,1.127979004733513646e+00,9.230558661752322758e-01,8.588727774914874935e-01
2.100000000000000000e+01,5.580000000000000000e+02,2.657142857142857295e+01,9.422290935007953117e-01,1.240982132904179469e+00,5.826125245118601859e-01,1.494334378442407463e+00,1.096909899569432856e+00
2.600000000000000000e+01,5.780000000000000000e+02,2.223076923076922995e+01,1.115088235139787720e+00,9.554816292654655374e-01,5.934475159778140885e-01,1.377575899469900556e+00,1.383319804690698041e+00
3.320000000000000000e+02,2.735000000000000000e+03,8.237951807228915513e+00,1.409351465153869221e+00,1.440753982297945823e+00,7.828345338035381795e-01,1.198474339103536401e+00,6.242258193870511285e-01
1.599000000000000000e+03,4.211000000000000000e+03,2.633520950594121501e+00,1.374811682655084244e+00,5.424325537319765189e-01,7.239663772514691731e-01,5.533776639937264541e-01,9.609311948347901700e-01
5.640000000000000000e+02,3.359000000000000000e+03,5.955673758865247969e+00,1.022290204000578573e+00,1.047117549587224916e+00,1.085347103894468646e+00,9.462600370604321576e-01,6.408082666561600860e-01
7.240000000000000000e+02,3.718000000000000000e+03,5.135359116022099712e+00,1.183851486738421110e+00,1.394174045881038548e+00,8.141128870218571345e-01,1.017186609792247065e+00,5.104407936607423535e-01
1.090000000000000000e+02,1.161000000000000000e+03,1.065137614678899070e+01,1.013083905369106308e+00,9.645064342689103620e-01,8.614766937946342074e-01,1.102773491368010284e+00,1.177819581968734486e+00
3.600000000000000000e+01,6.190000000000000000e+02,1.719444444444444287e+01,7.510143748033323297e-01,6.495529511714298598e-01,6.188426472855363958e-01,1.101624400657215119e+00,1.064822687443334637e+00
1.313000000000000000e+03,4.606000000000000000e+03,3.507996953541507867e+00,1.050371100866901664e+00,9.022321481053449110e-01,8.879096686356967583e-01,7.916130951785755876e-01,5.378607045604433257e-01
2.435000000000000000e+03,6.342000000000000000e+03,2.604517453798767868e+00,9.249473764284678046e-01,7.817068077387298031e-01,9.213637608591678241e-01,6.217118084169334091e-01,6.304757331781991603e-01
3.100000000000000000e+01,6.200000000000000000e+02,2.000000000000000000e+01,5.578173959045699126e-01,9.743395604143186839e-01,6.428545266984837525e-01,1.270398993692239520e+00,7.801798144966127779e-01
1.478000000000000000e+03,5.141000000000000000e+03,3.478349120433017472e+00,7.453654286866796541e-01,7.534231934073150061e-01,7.419257531590128796e-01,5.562882064317090647e-01,5.884718673276373435e-01
4.950000000000000000e+02,2.818000000000000000e+03,5.692929292929292728e+00,1.483758172531318476e+00,7.796648916609649760e-01,9.214394463218171794e-01,8.829173439215645125e-01,1.036123913222713133e+00
2.900000000000000000e+01,7.640000000000000000e+02,2.634482758620689680e+01,6.828578882663752792e-01,1.066604222135127511e+00,7.034019572493031003e-01,1.195102427289838953e+00,8.268478982037194003e-01
9.680000000000000000e+02,4.094000000000000000e+03,4.229338842975206347e+00,1.381137558976654578e+00,1.230563528139442919e+00,6.842830405481268308e-01,7.030062876354901125e-01,1.058644844395037810e+00
9.774000000000000000e+03,1.304100000000000000e+04,1.334254143646408819e+00,1.200689658671285187e+00,1.263845505535200031e+00,9.667838032018583050e-01,5.348511712914327809e-01,8.150712294113512391e-01
3.600000000000000000e+01,6.250000000000000000e+02,1.736111111111111072e+01,5.431432833362564994e-01,1.148867755293678350e+00,7.737991586911407982e-01,1.246492331194589909e+00,1.248596257787775166e+00
3.700000000000000000e+01,8.690000000000000000e+02,2.348648648648648773e+01,1.239242265178260638e+00,7.813879572479762725e-01,1.011131250922735703e+00,1.370719308893605159e+00,1.061296577588867862e+00
8.643000000000000000e+03,1.192300000000000000e+04,1.379497859539511762e+00,5.393819206628449603e-01,1.260446150840259127e+00,1.139322977591765707e+00,6.207809425918784374e-01,1.101972801929195445e+00
7.200000000000000000e+01,1.542000000000000000e+03,2.141666666666666785e+01,9.337439506962854630e-01,9.250126283565457408e-01,1.036461974003790143e+00,1.106048133961540447e+00,7.997554060799921816e-01
4.200000000000000000e+01,9.530000000000000000e+02,2.269047619047618980e+01,8.800885908520015288e-01,1.256276713741164119e+00,1.109056305413877119e+00,1.457387441893740920e+00,6.153087888514522374e-01
2.900000000000000000e+01,7.540000000000000000e+02,2.600000000000000000e+01,1.190493796848907770e+00,6.923310977900183349e-01,8.589030154547270257e-01,1.413875742768355925e+00,1.029267549873915000e+00
9.200000000000000000e+01,1.458000000000000000e+03,1.584782608695652151e+01,1.138708931260706159e+00,8.442202270905704298e-01,9.824182782425443516e-01,1.050663901916034426e+00,1.332123523883326666e+00
1.030000000000000000e+02,1.604000000000000000e+03,1.557281553398058271e+01,8.938196049094969675e-01,1.197350082344120548e+00,7.543770272140788435e-01,8.792914455994590428e-01,1.175667906368308202e+00
2.970000000000000000e+02,2.048000000000000000e+03,6.895622895622895321e+00,1.314833844660300066e+00,7.297108911228108452e-01,7.998063242708536302e-01,8.710238197448689768e-01,9.794148002767714134e-01
2.100000000000000000e+01,6.240000000000000000e+02,2.971428571428571530e+01,1.438156541017639345e+00,6.164231247971102556e-01,6.198577933606861379e-01,1.489089857933215466e+00,1.303767348229245560e+00
6.800000000000000000e+01,9.270000000000000000e+02,1.363235294117647101e+01,9.492266159528708336e-01,5.026664336012913736e-01,1.057475087075666842e+00,1.158980346359644642e+00,1.202347065019242489e+00
1.442600000000000000e+04,1.556800000000000000e+04,1.079162623041730162e+00,1.223445066795854297e+00,1.165083167224249427e+00,1.233910280836112650e+00,5.388756838338538691e-01,1.416698378639126510e+00
1.900000000000000000e+01,5.630000000000000000e+02,2.963157894736842124e+01,6.167034346597443095e-01,1.180870468023588638e+00,6.802885312154169917e-01,1.490548056230120544e+00,8.545728572598626505e-01
4.300000000000000000e+01,1.073000000000000000e+03,2.495348837209302317e+01,1.249499916806402489e+00,5.232358430826157258e-01,1.158540324895920737e+00,1.206714701033000825e+00,1.162771819745030077e+00
8.978000000000000000e+03,1.300600000000000000e+04,1.448652261082646442e+00,1.381234569925569700e+00,9.184009091888575282e-01,1.208640006761378949e+00,5.752777073867811897e-01,1.164887234660902271e+00
5.500000000000000000e+01,9.030000000000000000e+02,1.641818181818181799e+01,1.189019438694245423e+00,5.091053451334134339e-01,7.193616434576085572e-01,1.264231331611391784e+00,8.017873425492447748e-01
3.200000000000000000e+01,7.080000000000000000e+02,2.212500000000000000e+01,7.070415305176552812e-01,9.150339641698796989e-01,9.365033773678482776e-01,1.358581447339267889e+00,1.315981965924137409e+00
4.800000000000000000e+01,9.440000000000000000e+02,1.966666666666666785e+01,1.474428074005939227e+00,5.385862098141146470e-01,9.159862494834267732e-01,1.278605305969898520e+00,1.088316816504618423e+00
2.300000000000000000e+01,5.380000000000000000e+02,2.339130434782608603e+01,6.278384093883262462e-01,5.929938014679493330e-01,7.910342605707932906e-01,1.468676182782608031e+00,9.498499819480474837e-01
2.525000000000000000e+03,6.465000000000000000e+03,2.560396039603960450e+00,1.219557298664715184e+00,5.093202183656304616e-01,1.077656694087190337e+00,5.848283511113674393e-01,1.001625272408934286e+00
1.134000000000000000e+03,4.720000000000000000e+03,4.162257495590829137e+00,1.083114639592961170e+00,1.274841389561732097e+00,6.433488448810318339e-01,8.045443497292195101e-01,5.295255472032431854e-01
5.360000000000000000e+02,2.496000000000000000e+03,4.656716417910447881e+00,6.291517466784556367e-01,8.494190984741262218e-01,8.959647097330987187e-01,7.580085294774563387e-01,1.325765689727003149e+00
3.400000000000000000e+01,6.830000000000000000e+02,2.008823529411764852e+01,6.272207208167976944e-01,1.156890991416430037e+00,6.856072832047807042e-01,1.085543491438271779e+00,1.411928479590169427e+00
6.840000000000000000e+02,3.311000000000000000e+03,4.840643274853801081e+00,1.161656012477020550e+00,5.590885545311012894e-01,8.061409358154869587e-01,5.939366975185286224e-01,1.410679081541248436e+00
1.600000000000000000e+01,4.870000000000000000e+02,3.043750000000000000e+01,6.670173087043912430e-01,1.080397205296319996e+00,5.302982357602731289e-01,1.441472852085997181e+00,8.997976848052364751e-01
5.800000000000000000e+01,9.630000000000000000e+02,1.660344827586206762e+01,6.994380514311290264e-01,1.107521910066572524e+00,1.158190009783189645e+00,1.410647923414288796e+00,5.595054498214079297e-01
2.371000000000000000e+03,5.404000000000000000e+03,2.279207085617882544e+00,1.355379064336983852e+00,8.556142288478022495e-01,5.245531632259663457e-01,5.179929616017153737e-01,7.783716146958202797e-01
6.430000000000000000e+02,3.516000000000000000e+03,5.468118195956454208e+00,6.640281943836935374e-01,8.573709995113566462e-01,1.087763974116625842e+00,8.208899050220977989e-01,1.409279779271354727e+00
1.080000000000000000e+02,1.483000000000000000e+03,1.373148148148148096e+01,1.132328232182242100e+00,7.623220477185249644e-01,9.663154135594718142e-01,1.126926520968159595e+00,8.202902801646875242e-01
1.990000000000000000e+02,1.559000000000000000e+03,7.834170854271357065e+00,6.089363374157700237e-01,7.499422911822291038e-01,1.054786816954790041e+00,1.067881188103429579e+00,5.628597671149643267e-01
2.900000000000000000e+01,9.940000000000000000e+02,3.427586206896551602e+01,5.822466009214967153e-01,7.641357548943661371e-01,1.240367295513332913e+00,1.354570886758271531e+00,6.582695177660405905e-01
8.500000000000000000e+02,3.446000000000000000e+03,4.054117647058823160e+00,5.320320676664196391e-01,6.326575693951156376e-01,7.913140299596246319e-01,5.328212332324484546e-01,1.373960090942239587e+00
3.600000000000000000e+01,8.590000000000000000e+02,2.386111111111111072e+01,1.212244215298529548e+00,6.387440024164494634e-01,1.187888657420353544e+00,1.373453344231119422e+00,1.155838845804437076e+00
3.000000000000000000e+01,1.144000000000000000e+03,3.813333333333333286e+01,8.989474736522012899e-01,1.026298163064395919e+00,8.717714055362486558e-01,1.259800932451027755e+00,6.069620425379446127e-01
6.800000000000000000e+01,1.210000000000000000e+03,1.779411764705882248e+01,1.126746019711465374e+00,1.067916448083520375e+00,6.839995624459176415e-01,9.187445147802059120e-01,1.447394941598483031e+00
5.535000000000000000e+03,1.008700000000000000e+04,1.822402890695573596e+00,1.137079706915531840e+00,1.322238816315175480e+00,1.131196292336605014e+00,7.207540805894538938e-01,5.791955269357783598e-01
9.100000000000000000e+01,9.480000000000000000e+02,1.041758241758241788e+01,7.399360985070694285e-01,6.250503623401466591e-01,6.189183490354766004e-01,8.958865994121576470e-01,8.879271609277918920e-01
1.927000000000000000e+03,5.592000000000000000e+03,2.901920083030617548e+00,9.745369804831202076e-01,5.009800719687294013e-01,8.224415319592568441e-01,5.056640680164663504e-01,6.427205952619853280e-01
3.154000000000000000e+03,7.413000000000000000e+03,2.350348763474952474e+00,1.077683772182379762e+00,1.424145762664249304e+00,8.756149652273197415e-01,6.718060575271372903e-01,8.429332743474272638e-01
5.300000000000000000e+02,2.562000000000000000e+03,4.833962264150943433e+00,7.883914310620881993e-01,9.186973368413823282e-01,1.212458216272190636e+00,1.028624641659347638e+00,5.958902695017377349e-01
9.700000000000000000e+01,1.325000000000000000e+03,1.365979381443298912e+01,1.367767621405073797e+00,6.236940233132718392e-01,6.663003169180798935e-01,1.250796435932514328e+00,7.240837365753118871e-01
1.630000000000000000e+02,1.629000000000000000e+03,9.993865030674847105e+00,1.346506043763227911e+00,1.161622432714934483e+00,1.049106023709295954e+00,1.114746792728046554e+00,1.381666577560770826e+00
1.900000000000000000e+01,6.370000000000000000e+02,3.352631578947368496e+01,7.734348994459405713e-01,9.640979602738017906e-01,6.571185766026080843e-01,1.253927539080269993e+00,1.220216475774292597e+00
1.380000000000000000e+02,1.752000000000000000e+03,1.269565217391304301e+01,1.326332252812944423e+00,1.191772721332246432e+00,9.242069870164850709e-01,1.101945154208092248e+00,1.022502019599226042e+00
1.990000000000000000e+02,1.424000000000000000e+03,7.155778894472361706e+00,1.056325314903244106e+00,9.820707174443199516e-01,6.302780548836360852e-01,8.126281398456013383e-01,1.227104280535666003e+00
2.800000000000000000e+01,5.930000000000000000e+02,2.117857142857142705e+01,7.732758313551039153e-01,6.606606104367281906e-01,7.738560761510479002e-01,1.377166365774870060e+00,9.760196310728844749e-01
3.270000000000000000e+02,2.300000000000000000e+03,7.033639143730886722e+00,1.023625636114769755e+00,1.378044077526784372e+00,1.220897050117811578e+00,1.118249509238962602e+00,5.684188992935416129e-01
5.460000000000000000e+02,2.965000000000000000e+03,5.430402930402930650e+00,8.322420617672576793e-01,8.830798572568140381e-01,1.079819162434357827e+00,8.735374966868970636e-01,1.242104396012202905e+00
3.800000000000000000e+01,9.760000000000000000e+02,2.568421052631579116e+01,5.263554536243764126e-01,1.139627031515694888e+00,9.275949720521792230e-01,1.147720866821194452e+00,9.885400581524464991e-01
3.400000000000000000e+01,6.790000000000000000e+02,1.997058823529411598e+01,1.138775418749570223e+00,5.780315105964429767e-01,8.902452439733341549e-01,1.430004473675703602e+00,1.135421950975912697e+00
4.700000000000000000e+01,1.093000000000000000e+03,2.325531914893617014e+01,5.211857385086076100e-01,8.024826138133063225e-01,1.172412315039208508e+00,1.272019990645770537e+00,1.129717359576918767e+00
1.870000000000000000e+02,2.390000000000000000e+03,1.278074866310160473e+01,1.236605956928453542e+00,7.889272655365320297e-01,5.375650915734394575e-01,1.082061637322945247e+00,5.407437702672118762e-01
7.000000000000000000e+01,1.152000000000000000e+03,1.645714285714285552e+01,7.109872943982884497e-01,1.207549067004646481e+00,1.172111749778759204e+00,1.310913369719265198e+00,5.388896945023106122e-01
2.140000000000000000e+02,1.591000000000000000e+03,7.434579439252336108e+00,1.266885027214319059e+00,6.447714679522829062e-01,1.131171197087442959e+00,1.088213146011132615e+00,8.204540603012273614e-01
3.230000000000000000e+02,1.981000000000000000e+03,6.133126934984519885e+00,5.553250541195988710e-01,7.861760320657812384e-01,7.918123368532394846e-01,7.027376125319266809e-01,1.156644956415499692e+00
1.870000000000000000e+02,1.567000000000000000e+03,8.379679144385026035e+00,1.384751502068936269e+00,1.167034466171664953e+00,8.335761212852348390e-01,1.055136642834197724e+00,1.125993487655905234e+00
2.300000000000000000e+01,7.110000000000000000e+02,3.091304347826087096e+01,7.677733613628673348e-01,5.141635740486184547e-01,1.161378005168843153e+00,1.430626439353599455e+00,1.015418521684638087e+00
